"curTemp","highTemp","lowTemp","wind","humidity","moonPhase","nowTemp","hourFutureTemp","twoHourFutureTemp","threeHourFutureTemp","fourHourFutureTemp","todayTemp","tomorrowTemp","twoDayTemp","threeDayTemp","fourDayTemp"
"43°","--","41°","Wind Direction8 mph","95%","New Moon","47°","47°","46°","45°","43°","42°","22°","29°","32°","38°"
